seq_name,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,druggable
Positive_10,0.315,0.462,0.223,0.472,0.276,0.252,0.402,0.315,0.283,0.113,0.793,0.094,0.381,0.318,0.302,0.378,0.399,0.223,0.276,0.36,0.365,0.289,0.147,0.213,0.255,0.268,0.124,0.247,0.242,0.205,0.192,0.024,0.129,0.284,0.237,0.174,0.324,0.176,0.184,0.168,0.211,0.295,0.525,22.31,48.819,70.604,97.375,1.312,26.247,49.606,79.003,100.0,0.262,23.885,50.919,73.753,99.738,0.787,23.622,50.394,74.803,100.0,2.362,28.871,53.806,76.64,99.738,0.262,18.373,46.194,71.654,97.375,0.262,25.197,47.769,77.165,100.0,0.787,22.572,49.606,75.066,98.425,0.525,24.934,49.869,69.554,98.95,2.362,23.885,51.969,77.165,99.738,0.262,22.835,48.556,73.228,100.0,14.698,27.559,63.255,80.577,98.163,0.262,23.622,48.294,75.591,100.0,0.525,20.21,46.457,70.341,97.375,2.362,28.871,54.068,76.64,99.738,0.525,21.785,47.244,70.341,97.375,1.312,27.297,50.394,80.052,100.0,0.262,23.885,50.919,73.753,99.738,2.362,28.871,53.806,76.64,99.738,0.525,20.735,48.819,71.654,97.375,0.262,23.097,48.031,74.278,100.0,1
Positive_11,0.308,0.457,0.235,0.46,0.29,0.249,0.469,0.276,0.255,0.1,0.809,0.091,0.378,0.308,0.314,0.37,0.396,0.235,0.29,0.358,0.352,0.274,0.126,0.224,0.253,0.215,0.135,0.244,0.232,0.138,0.159,0.018,0.129,0.221,0.226,0.191,0.297,0.156,0.194,0.2,0.188,0.241,2.346,21.408,50.147,72.141,99.413,1.173,24.047,46.334,73.021,100.0,0.293,29.912,52.493,79.179,98.24,1.173,20.528,43.402,72.141,100.0,0.587,24.047,50.44,80.645,98.24,0.293,33.724,56.305,76.246,99.413,0.293,21.994,46.041,75.953,100.0,1.173,25.806,49.56,75.367,99.707,2.639,28.152,51.906,69.208,99.413,0.587,21.994,50.44,80.645,98.24,0.293,26.1,50.147,73.9,100.0,7.331,18.475,44.575,81.232,97.067,0.293,24.633,46.041,73.021,100.0,2.346,26.686,51.026,71.848,99.413,0.587,24.047,48.387,80.352,98.24,2.346,21.408,50.147,71.848,99.707,1.173,23.167,45.748,73.314,100.0,0.293,29.912,52.493,79.179,98.24,0.587,24.047,50.44,80.645,98.24,2.346,26.979,54.545,74.487,99.413,0.293,22.581,43.988,72.727,100.0,1
Positive_12,0.323,0.438,0.239,0.441,0.35,0.208,0.477,0.261,0.262,0.134,0.718,0.148,0.325,0.306,0.369,0.38,0.381,0.239,0.35,0.353,0.296,0.273,0.141,0.22,0.343,0.2,0.129,0.227,0.242,0.141,0.195,0.037,0.227,0.189,0.255,0.222,0.282,0.173,0.188,0.248,0.224,0.199,0.228,28.875,55.851,76.824,99.848,0.152,25.076,48.404,73.556,99.316,0.076,19.453,44.149,69.301,100.0,0.152,25.456,50.304,75.152,99.62,0.228,21.125,46.201,72.036,100.0,0.076,32.219,52.356,76.444,99.924,0.076,22.188,45.745,72.264,100.0,0.304,25.608,55.091,76.596,99.924,0.228,28.04,51.216,76.444,99.848,0.836,18.389,37.994,69.301,100.0,0.076,27.508,50.836,75.304,99.924,0.228,18.465,50.152,75.456,99.848,0.076,24.24,48.1,73.404,99.924,0.988,30.243,55.091,76.596,99.772,0.228,21.505,47.34,72.188,100.0,0.228,29.103,55.015,76.444,99.848,0.152,24.924,48.632,74.012,99.316,0.076,19.453,44.149,69.301,100.0,0.228,21.125,46.201,72.036,100.0,0.988,30.471,55.015,77.052,99.924,0.076,24.316,47.644,72.948,99.316,1
Positive_13,0.288,0.439,0.273,0.447,0.33,0.223,0.443,0.299,0.258,0.133,0.735,0.133,0.356,0.295,0.348,0.364,0.364,0.273,0.33,0.348,0.322,0.247,0.141,0.232,0.319,0.205,0.148,0.266,0.243,0.175,0.194,0.023,0.221,0.213,0.278,0.205,0.27,0.194,0.179,0.224,0.243,0.224,0.758,15.53,43.561,71.591,99.621,2.273,28.409,48.106,76.894,98.864,0.379,27.273,60.606,75.758,100.0,0.758,20.455,43.939,69.697,99.621,3.03,29.167,54.545,81.061,100.0,0.379,22.348,49.242,72.348,98.864,0.379,21.212,48.106,77.273,100.0,2.273,28.788,48.485,67.045,92.803,4.924,23.485,52.273,76.894,99.242,3.03,18.182,53.03,79.924,100.0,0.379,23.106,45.833,70.833,99.621,14.015,34.47,64.015,81.439,99.242,0.379,27.652,49.242,70.833,96.212,0.758,14.773,41.667,71.591,99.621,3.03,31.061,54.545,80.682,100.0,0.758,17.045,43.939,73.864,99.621,2.273,28.409,48.106,71.212,96.591,0.379,27.273,60.606,75.758,100.0,3.03,29.167,54.545,81.061,100.0,0.758,17.045,43.939,72.727,99.621,0.379,27.652,47.727,67.424,96.212,1
Positive_14,0.235,0.53,0.235,0.557,0.165,0.278,0.487,0.304,0.209,0.035,0.896,0.07,0.557,0.278,0.165,0.313,0.452,0.235,0.165,0.304,0.53,0.263,0.158,0.219,0.184,0.254,0.105,0.272,0.202,0.149,0.061,0.009,0.123,0.368,0.202,0.088,0.298,0.193,0.184,0.105,0.184,0.351,3.478,29.565,51.304,78.261,99.13,1.739,21.739,54.783,73.913,100.0,0.87,20.0,41.739,56.522,98.261,2.609,20.0,53.913,76.522,98.261,1.739,24.348,41.739,72.174,100.0,0.87,26.957,40.0,71.304,99.13,0.87,22.609,55.652,77.391,100.0,2.609,19.13,47.826,70.435,99.13,1.739,29.565,40.0,72.174,97.391,28.696,28.696,41.739,46.957,94.783,0.87,21.739,49.565,73.913,99.13,27.826,33.043,57.391,91.304,100.0,0.87,19.13,50.435,75.652,98.261,3.478,30.435,45.217,71.304,99.13,1.739,24.348,41.739,72.174,100.0,3.478,31.304,45.217,71.304,99.13,1.739,17.391,58.261,80.0,100.0,0.87,20.0,41.739,56.522,98.261,1.739,24.348,41.739,72.174,100.0,3.478,29.565,43.478,71.304,99.13,0.87,17.391,50.435,74.783,98.261,1
Positive_15,0.309,0.484,0.206,0.521,0.292,0.186,0.436,0.301,0.264,0.095,0.794,0.112,0.372,0.312,0.315,0.384,0.41,0.206,0.292,0.35,0.358,0.322,0.109,0.224,0.325,0.187,0.112,0.227,0.216,0.164,0.149,0.023,0.172,0.23,0.23,0.207,0.333,0.144,0.19,0.227,0.21,0.25,0.573,24.355,47.851,71.06,96.275,1.719,25.215,48.997,74.785,99.427,0.287,26.074,53.582,80.802,100.0,0.573,25.215,49.284,70.774,97.994,1.146,24.069,49.57,77.937,99.427,0.287,22.063,51.862,76.218,100.0,0.287,27.507,51.576,79.943,100.0,1.719,22.923,48.138,71.92,97.708,0.86,22.063,43.266,70.487,99.14,1.146,19.484,48.424,77.65,93.696,0.287,24.642,49.857,73.639,100.0,9.456,24.355,46.705,74.499,99.427,0.287,25.788,51.576,73.352,100.0,0.573,23.496,47.851,71.347,99.14,1.146,24.069,49.57,79.943,99.713,0.573,24.355,48.711,71.347,99.14,1.719,24.069,47.564,74.785,99.427,0.287,26.074,53.582,80.802,100.0,1.146,24.069,49.57,77.937,99.427,0.573,23.496,49.284,74.212,99.713,0.287,25.788,50.43,70.774,100.0,1
Positive_16,0.286,0.344,0.37,0.403,0.351,0.247,0.468,0.305,0.227,0.195,0.695,0.11,0.338,0.279,0.383,0.344,0.286,0.37,0.351,0.331,0.318,0.19,0.216,0.301,0.294,0.229,0.203,0.281,0.248,0.124,0.314,0.052,0.157,0.15,0.288,0.235,0.176,0.275,0.242,0.248,0.248,0.203,1.299,16.234,26.623,64.935,99.351,3.247,34.416,53.247,74.675,100.0,0.649,30.519,53.896,79.87,98.701,1.299,16.234,44.805,70.779,98.052,1.948,33.766,53.896,74.675,99.351,0.649,24.675,48.052,82.468,100.0,0.649,28.571,50.649,75.325,98.701,3.247,27.273,51.948,77.273,97.403,1.299,14.286,32.468,66.234,100.0,1.948,21.429,43.506,72.078,95.455,0.649,22.078,47.403,72.727,100.0,2.597,38.961,59.091,75.974,99.351,0.649,29.87,53.247,74.026,97.403,1.299,14.286,25.974,64.935,100.0,1.948,34.416,55.844,76.623,99.351,1.299,14.935,29.221,65.584,100.0,3.247,38.961,57.792,74.675,97.403,0.649,30.519,53.896,79.87,98.701,1.948,33.766,53.896,74.675,99.351,1.299,18.182,35.065,72.727,100.0,0.649,27.922,53.247,71.429,97.403,1
Positive_17,0.346,0.43,0.224,0.465,0.28,0.254,0.422,0.284,0.293,0.101,0.809,0.09,0.34,0.363,0.297,0.417,0.359,0.224,0.28,0.4,0.32,0.272,0.159,0.197,0.285,0.243,0.125,0.236,0.24,0.176,0.159,0.022,0.142,0.238,0.199,0.215,0.27,0.191,0.165,0.23,0.18,0.238,0.374,23.178,48.785,73.271,99.813,0.748,26.729,52.897,75.888,99.252,0.187,24.112,47.664,73.084,100.0,0.374,24.673,48.598,71.963,99.813,2.056,23.738,52.897,73.645,100.0,0.187,28.037,45.234,80.0,99.626,0.187,22.056,45.421,67.664,100.0,1.869,25.981,50.467,80.0,99.439,3.364,30.093,52.897,75.701,99.813,2.056,18.879,50.841,70.28,100.0,0.187,25.981,49.533,75.701,99.813,9.346,25.234,49.907,71.776,97.196,0.187,25.981,46.355,75.327,99.626,0.374,23.925,49.533,75.14,99.813,2.056,24.112,52.15,73.084,100.0,0.374,24.673,48.224,74.766,99.813,0.748,25.234,53.832,75.888,98.879,0.187,24.112,47.664,73.084,100.0,2.056,23.738,52.897,73.645,100.0,0.374,24.673,49.72,75.701,99.813,0.187,25.794,45.794,74.393,99.626,1
Positive_18,0.28,0.397,0.323,0.46,0.286,0.254,0.471,0.302,0.228,0.148,0.741,0.111,0.376,0.307,0.317,0.344,0.333,0.323,0.286,0.392,0.323,0.234,0.17,0.261,0.293,0.229,0.138,0.245,0.165,0.149,0.218,0.037,0.186,0.234,0.239,0.202,0.25,0.207,0.223,0.239,0.191,0.282,1.058,14.815,33.862,67.725,99.471,3.175,35.979,53.439,75.661,100.0,0.529,27.513,48.677,71.429,97.354,1.058,17.46,41.799,64.021,97.884,4.233,33.862,65.079,80.423,100.0,0.529,24.339,56.614,72.487,98.942,0.529,22.222,51.323,76.19,97.884,5.291,32.804,48.148,69.841,98.413,2.646,19.048,42.857,68.254,100.0,4.233,23.81,36.508,77.249,97.354,0.529,21.693,46.032,70.37,100.0,25.926,54.497,70.899,82.011,99.471,0.529,29.101,46.561,70.37,94.709,1.058,14.815,40.212,64.55,98.942,4.233,33.862,62.963,80.952,100.0,1.058,16.402,41.27,68.254,99.471,3.175,37.037,52.91,75.661,100.0,0.529,27.513,48.677,71.429,97.354,4.233,33.862,65.079,80.423,100.0,1.058,19.048,43.915,68.254,98.942,0.529,23.28,44.444,66.138,94.709,1
Positive_19,0.353,0.401,0.245,0.467,0.282,0.25,0.425,0.281,0.295,0.11,0.785,0.105,0.33,0.364,0.306,0.43,0.325,0.245,0.282,0.417,0.3,0.258,0.169,0.192,0.285,0.238,0.126,0.212,0.233,0.176,0.176,0.03,0.155,0.226,0.21,0.215,0.254,0.205,0.157,0.228,0.183,0.238,0.888,25.755,49.023,74.956,99.467,0.355,25.222,47.425,75.488,100.0,0.178,22.735,52.575,72.114,99.822,0.355,23.979,46.359,70.693,99.467,1.599,21.847,51.865,77.265,100.0,0.178,33.215,54.529,78.863,99.822,0.178,19.716,42.629,70.16,100.0,3.02,30.551,52.931,76.909,99.645,0.71,32.327,53.819,77.798,99.112,1.599,18.472,51.865,71.226,98.046,0.178,26.465,49.556,74.423,100.0,6.217,21.847,53.819,77.265,98.757,0.178,25.577,49.556,73.89,99.822,0.71,26.11,48.313,74.067,99.467,1.599,22.025,52.753,76.377,100.0,0.71,25.755,49.734,74.956,99.467,0.355,25.222,46.181,75.488,100.0,0.178,22.735,52.575,72.114,99.822,1.599,21.847,51.865,77.265,100.0,0.71,26.998,50.622,75.666,99.645,0.178,23.979,47.602,71.048,99.822,1
Positive_20,0.221,0.442,0.337,0.302,0.459,0.238,0.541,0.273,0.186,0.174,0.674,0.151,0.326,0.203,0.471,0.302,0.36,0.337,0.459,0.291,0.25,0.17,0.152,0.287,0.275,0.123,0.181,0.275,0.164,0.123,0.216,0.076,0.205,0.111,0.292,0.164,0.228,0.199,0.24,0.234,0.222,0.111,1.744,23.256,65.116,84.302,100.0,1.163,22.674,48.256,68.605,96.512,0.581,26.163,44.767,70.349,95.93,2.907,24.419,56.395,81.395,98.837,1.744,30.233,54.07,72.674,96.512,0.581,12.209,33.14,52.326,100.0,0.581,34.302,59.884,82.558,98.837,2.907,20.349,39.535,62.209,99.419,1.163,8.14,30.814,65.116,100.0,4.07,27.907,51.163,79.07,95.93,0.581,23.256,50.0,75.0,100.0,1.744,20.93,43.605,59.302,96.512,0.581,20.349,44.186,62.209,91.86,1.163,12.209,61.628,84.884,100.0,1.744,30.233,52.907,72.093,96.512,1.163,17.442,51.744,82.558,100.0,5.233,26.744,55.233,69.767,96.512,0.581,26.163,44.767,70.349,95.93,1.744,30.233,54.07,72.674,96.512,1.163,17.442,46.512,82.558,100.0,0.581,19.186,44.186,60.465,91.86,1
Positive_21,0.334,0.427,0.239,0.473,0.311,0.216,0.456,0.277,0.267,0.136,0.754,0.11,0.35,0.328,0.322,0.394,0.367,0.239,0.311,0.363,0.326,0.291,0.163,0.193,0.269,0.201,0.139,0.272,0.256,0.146,0.192,0.039,0.16,0.241,0.23,0.186,0.299,0.192,0.164,0.203,0.205,0.253,0.393,23.722,50.328,75.36,99.083,0.262,23.46,48.624,73.788,100.0,0.131,27.916,50.59,75.754,99.869,0.262,23.722,49.279,75.885,99.738,0.655,27.916,50.59,74.574,100.0,0.131,23.591,48.755,72.608,99.869,0.131,26.212,47.706,72.739,100.0,0.262,21.887,50.852,73.526,99.869,1.048,24.115,53.342,78.899,99.345,0.655,27.261,46.003,70.773,99.607,0.131,23.46,49.41,75.229,100.0,6.291,31.193,56.881,77.326,98.558,0.131,24.64,49.934,74.836,99.869,0.393,23.329,48.886,75.098,99.214,0.655,27.916,51.114,74.574,100.0,0.393,23.853,50.066,75.491,99.214,0.262,23.067,49.279,73.526,100.0,0.131,27.916,50.59,75.754,99.869,0.655,27.916,50.59,74.574,100.0,0.393,23.722,48.886,75.36,99.869,0.131,23.46,49.934,73.657,99.738,1
Positive_22,0.276,0.51,0.214,0.561,0.112,0.327,0.5,0.286,0.214,0.01,0.959,0.031,0.571,0.286,0.143,0.327,0.459,0.214,0.112,0.357,0.531,0.309,0.165,0.196,0.144,0.361,0.082,0.247,0.258,0.134,0.021,0.0,0.062,0.392,0.165,0.103,0.371,0.175,0.186,0.103,0.124,0.433,11.224,28.571,52.041,73.469,89.796,2.041,26.531,56.122,78.571,100.0,1.02,12.245,27.551,47.959,92.857,3.061,26.531,56.122,74.49,100.0,7.143,23.469,58.163,89.796,98.98,1.02,19.388,37.755,54.082,92.857,1.02,25.51,44.898,69.388,98.98,4.082,21.429,52.041,74.49,100.0,2.041,24.49,51.02,81.633,95.918,23.469,23.469,23.469,23.469,23.469,1.02,24.49,50.0,74.49,100.0,34.694,89.796,34.694,71.429,89.796,1.02,20.408,42.857,70.408,100.0,2.041,28.571,52.041,72.449,87.755,7.143,25.51,58.163,89.796,98.98,2.041,29.592,54.082,73.469,100.0,3.061,26.531,55.102,78.571,98.98,1.02,12.245,27.551,47.959,92.857,7.143,23.469,58.163,89.796,98.98,2.041,24.49,52.041,73.469,92.857,1.02,20.408,42.857,67.347,100.0,1
Positive_23,0.392,0.399,0.209,0.53,0.274,0.196,0.517,0.203,0.28,0.115,0.76,0.125,0.314,0.392,0.294,0.473,0.318,0.209,0.274,0.429,0.297,0.322,0.169,0.186,0.312,0.19,0.105,0.21,0.22,0.129,0.193,0.031,0.197,0.224,0.18,0.251,0.285,0.2,0.156,0.254,0.163,0.234,0.676,27.703,50.338,72.635,100.0,1.351,22.973,49.662,75.676,99.662,0.338,21.284,48.649,73.311,95.608,0.676,23.311,43.581,70.27,99.324,1.014,20.27,44.595,71.959,100.0,0.338,45.27,65.203,81.757,98.311,0.338,21.959,42.905,69.932,99.662,1.351,37.162,65.203,82.432,98.311,3.041,26.351,46.622,71.622,100.0,1.014,16.554,32.77,54.054,88.851,0.338,26.351,50.338,75.0,99.324,1.689,28.041,56.757,80.405,100.0,0.338,24.324,50.676,77.027,99.324,0.676,27.703,47.297,70.27,98.986,1.014,20.946,48.649,75.676,100.0,0.676,29.392,50.338,72.297,100.0,1.689,22.635,49.662,79.054,99.662,0.338,21.284,48.649,73.311,95.608,1.014,20.27,44.595,71.959,100.0,0.676,29.73,51.689,72.973,98.986,0.338,23.649,49.662,76.351,99.324,1
Positive_24,0.296,0.286,0.418,0.439,0.316,0.245,0.52,0.245,0.235,0.153,0.724,0.122,0.316,0.286,0.398,0.327,0.255,0.418,0.316,0.408,0.276,0.186,0.289,0.186,0.247,0.186,0.186,0.216,0.237,0.155,0.237,0.031,0.216,0.258,0.227,0.196,0.175,0.299,0.175,0.247,0.186,0.278,2.041,31.633,56.122,71.429,95.918,4.082,24.49,36.735,80.612,93.878,1.02,19.388,52.041,72.449,100.0,2.041,36.735,58.163,76.531,92.857,4.082,21.429,42.857,70.408,97.959,1.02,11.224,28.571,63.265,100.0,1.02,14.286,37.755,73.469,100.0,19.388,32.653,64.286,76.531,88.776,6.122,26.531,48.98,66.327,95.918,13.265,23.469,42.857,70.408,97.959,1.02,24.49,52.041,75.51,100.0,4.082,15.306,30.612,66.327,95.918,1.02,29.592,58.163,76.531,92.857,2.041,28.571,51.02,71.429,91.837,3.061,13.265,35.714,70.408,100.0,2.041,28.571,51.02,71.429,95.918,4.082,24.49,36.735,80.612,93.878,1.02,19.388,52.041,72.449,100.0,4.082,21.429,42.857,70.408,97.959,2.041,17.347,46.939,75.51,100.0,1.02,29.592,58.163,74.49,92.857,1
Positive_25,0.343,0.373,0.284,0.443,0.353,0.204,0.433,0.284,0.284,0.129,0.731,0.139,0.358,0.279,0.363,0.398,0.318,0.284,0.353,0.328,0.318,0.225,0.225,0.2,0.31,0.185,0.15,0.205,0.195,0.185,0.215,0.035,0.205,0.2,0.25,0.21,0.21,0.24,0.185,0.25,0.21,0.19,2.985,22.886,46.269,65.174,97.512,1.99,28.856,57.711,83.085,100.0,0.498,18.905,47.264,67.662,98.507,1.493,19.9,43.781,71.144,100.0,0.995,25.373,51.244,79.602,99.005,0.498,31.841,52.736,72.637,97.512,0.498,18.408,44.279,82.09,100.0,1.493,29.353,48.756,67.662,95.522,6.965,28.358,50.249,74.129,99.005,0.995,14.925,39.801,78.109,98.507,0.498,25.871,50.249,74.627,100.0,9.453,28.358,49.254,71.642,98.01,0.498,22.388,51.741,73.134,100.0,2.985,21.891,46.269,72.139,97.512,0.995,27.861,52.239,79.602,99.005,2.985,24.876,48.259,72.139,97.512,1.99,28.856,57.214,84.08,100.0,0.498,18.905,47.264,67.662,98.507,0.995,25.373,51.244,79.602,99.005,2.985,22.886,50.249,72.637,97.512,0.498,20.896,45.274,71.144,100.0,1
Positive_26,0.387,0.452,0.161,0.552,0.261,0.188,0.441,0.261,0.299,0.084,0.835,0.08,0.333,0.398,0.268,0.452,0.387,0.161,0.261,0.418,0.322,0.369,0.138,0.15,0.319,0.204,0.088,0.246,0.296,0.162,0.135,0.019,0.135,0.277,0.212,0.212,0.388,0.154,0.135,0.208,0.2,0.265,0.766,18.008,41.379,66.284,98.084,1.916,27.203,53.64,80.077,100.0,0.383,31.034,48.276,74.33,99.234,0.766,21.073,48.276,72.797,98.467,2.299,26.82,46.36,70.881,99.617,0.383,27.969,59.387,78.161,100.0,0.383,20.307,45.211,73.563,99.617,1.916,31.418,49.425,74.713,98.467,2.682,21.839,53.257,75.862,100.0,2.299,20.307,39.847,65.9,98.851,0.383,23.755,50.958,75.096,100.0,10.728,26.054,45.594,70.881,97.318,0.383,27.203,50.192,77.011,99.234,0.766,18.774,50.958,72.031,100.0,2.299,26.82,46.36,70.881,99.617,0.766,19.54,47.51,71.648,100.0,3.065,27.203,50.575,76.628,99.617,0.383,31.034,48.276,74.33,99.234,2.299,26.82,46.36,70.881,99.617,0.766,19.54,50.958,72.031,100.0,0.383,27.203,50.192,77.011,99.234,1
Positive_27,0.287,0.391,0.322,0.437,0.322,0.241,0.46,0.218,0.322,0.172,0.747,0.08,0.368,0.299,0.333,0.391,0.287,0.322,0.322,0.356,0.322,0.244,0.128,0.244,0.174,0.186,0.174,0.174,0.279,0.14,0.221,0.035,0.128,0.221,0.221,0.128,0.279,0.186,0.186,0.186,0.163,0.256,2.299,9.195,39.08,72.414,98.851,6.897,27.586,49.425,66.667,97.701,1.149,18.391,57.471,80.46,100.0,2.299,21.839,36.782,55.172,100.0,10.345,50.575,65.517,87.356,98.851,1.149,20.69,42.529,72.414,97.701,1.149,18.391,44.828,71.264,96.552,11.494,22.989,42.529,78.161,100.0,3.448,28.736,58.621,73.563,98.851,10.345,17.241,59.77,89.655,96.552,1.149,22.989,41.379,67.816,100.0,54.023,54.023,65.517,87.356,98.851,1.149,26.437,42.529,67.816,100.0,2.299,9.195,37.931,64.368,97.701,10.345,45.977,63.218,79.31,98.851,2.299,21.839,48.276,72.414,98.851,6.897,27.586,44.828,65.517,91.954,1.149,18.391,57.471,80.46,100.0,10.345,50.575,65.517,87.356,98.851,2.299,12.644,37.931,66.667,97.701,1.149,26.437,41.379,57.471,100.0,1
Positive_28,0.302,0.47,0.228,0.446,0.316,0.238,0.414,0.309,0.277,0.12,0.753,0.127,0.352,0.307,0.341,0.375,0.397,0.228,0.316,0.351,0.333,0.276,0.129,0.225,0.272,0.211,0.129,0.243,0.225,0.176,0.166,0.036,0.173,0.217,0.233,0.191,0.279,0.16,0.194,0.189,0.211,0.23,0.289,22.511,45.599,74.459,99.567,0.433,27.85,52.092,74.892,100.0,0.144,22.944,48.773,74.315,99.856,0.289,21.789,44.156,72.727,99.856,0.722,25.974,48.485,70.996,100.0,0.144,31.169,59.163,82.54,99.567,0.144,26.407,50.505,71.14,100.0,0.577,24.964,49.784,78.499,99.856,0.722,22.511,48.052,76.623,99.278,1.299,26.407,48.629,69.986,98.846,0.144,24.531,49.784,76.046,99.856,1.01,23.377,51.082,70.996,100.0,0.144,23.954,50.649,76.19,99.856,0.289,24.675,50.216,77.056,99.567,0.722,25.974,48.629,70.996,100.0,0.289,23.521,50.216,76.912,99.567,0.433,26.551,50.072,72.294,100.0,0.144,22.944,48.773,74.315,99.856,0.722,25.974,48.485,70.996,100.0,0.289,24.242,50.216,76.912,99.567,0.144,23.954,50.649,75.469,99.856,1
Positive_29,0.311,0.439,0.25,0.467,0.29,0.243,0.445,0.288,0.267,0.109,0.786,0.104,0.363,0.32,0.318,0.387,0.363,0.25,0.29,0.386,0.325,0.3,0.164,0.229,0.24,0.245,0.138,0.24,0.259,0.153,0.169,0.036,0.139,0.275,0.209,0.182,0.303,0.211,0.182,0.214,0.164,0.29,0.331,27.152,51.987,76.656,99.834,0.828,24.834,48.179,73.51,100.0,0.166,21.854,48.675,72.682,99.172,0.331,26.49,50.497,72.517,100.0,1.656,25.497,48.841,74.007,99.669,0.166,21.026,50.993,78.642,99.834,0.166,23.841,49.669,71.026,99.669,1.159,26.325,51.49,76.987,100.0,0.331,24.669,47.02,77.318,99.338,1.656,19.205,48.51,70.695,98.675,0.166,24.503,49.669,74.834,100.0,8.609,30.96,56.126,76.159,98.841,0.166,24.834,48.013,73.013,100.0,0.331,23.179,52.152,76.656,99.834,1.656,25.828,49.007,73.344,99.669,0.331,23.51,50.331,75.993,99.834,0.828,28.642,50.662,73.344,100.0,0.166,21.854,48.675,72.682,99.172,1.656,25.497,48.841,74.007,99.669,0.331,23.51,51.987,77.318,99.834,0.166,26.159,48.013,71.523,100.0,1
